Mã tài sản,Tên tài sản,Ngày vào sổ,Ngày sử dụng,Đơn vị sử dụng,Số lượng TS con,Số lượng Phụ lục ts,Ghi chú,Tài khoản tài sản,Dự án,Mô hình tài sản,Nguyên giá tài sản,Giá trị Khấu hao ban đầu,Kỳ khấu hao ban đầu,GTCL ban đầu,Giá trị Khấu hao phát sinh,Kỳ khấu hao phát sinh,Giá trị khấu hao còn lại,Kỳ khấu hao còn lại
B.2.ZRY.0595,B.2.ZRY.0595 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0596,B.2.ZRY.0596 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0597,B.2.ZRY.0597 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0598,B.2.ZRY.0598 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0599,B.2.ZRY.0599 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0600,B.2.ZRY.0600 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0601,B.2.ZRY.0601 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0602,B.2.ZRY.0602 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0603,B.2.ZRY.0603 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0604,B.2.ZRY.0604 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0605,B.2.ZRY.0605 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0606,B.2.ZRY.0606 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0607,B.2.ZRY.0607 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0608,B.2.ZRY.0608 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0609,B.2.ZRY.0609 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0610,B.2.ZRY.0610 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0611,B.2.ZRY.0611 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0612,B.2.ZRY.0612 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0613,B.2.ZRY.0613 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0614,B.2.ZRY.0614 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0615,B.2.ZRY.0615 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0616,B.2.ZRY.0616 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0617,B.2.ZRY.0617 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0618,B.2.ZRY.0618 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0619,B.2.ZRY.0619 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0620,B.2.ZRY.0620 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0621,B.2.ZRY.0621 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0622,B.2.ZRY.0622 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0623,B.2.ZRY.0623 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0624,B.2.ZRY.0624 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0625,B.2.ZRY.0625 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0626,B.2.ZRY.0626 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0627,B.2.ZRY.0627 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0628,B.2.ZRY.0628 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0629,B.2.ZRY.0629 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0630,B.2.ZRY.0630 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0631,B.2.ZRY.0631 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0632,B.2.ZRY.0632 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0633,B.2.ZRY.0633 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0634,B.2.ZRY.0634 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0635,B.2.ZRY.0635 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0636,B.2.ZRY.0636 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0637,B.2.ZRY.0637 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0638,B.2.ZRY.0638 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
